epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
125,16344.1,0.87449,1.19076,0.50388,0.92774,0.894,0.83069,0.88836,0.63522,0.89714,0.83411,0.88825,0.61119,1.01078,1.44603,0.54996,1.03026,0.0003632,0.0003632,0.0003632
126,16475,0.88224,1.20151,0.50653,0.92669,0.89531,0.83112,0.88912,0.63542,0.89803,0.83481,0.88892,0.61138,1.01235,1.44244,0.54916,1.02918,0.00035,0.00035,0.00035
127,16605.1,0.87919,1.19226,0.50415,0.92684,0.89509,0.8311,0.88895,0.63414,0.89841,0.83418,0.88861,0.6092,1.01839,1.4458,0.54971,1.03068,0.0003368,0.0003368,0.0003368
128,16735.9,0.88735,1.20388,0.50879,0.92869,0.89424,0.83224,0.88931,0.63639,0.89685,0.83583,0.88897,0.61121,1.01192,1.44183,0.5475,1.02846,0.0003236,0.0003236,0.0003236
129,16866.5,0.88147,1.19589,0.50483,0.92621,0.89419,0.83174,0.88892,0.63492,0.89668,0.83579,0.88884,0.61055,1.0164,1.44565,0.54796,1.02952,0.0003104,0.0003104,0.0003104
130,16998.2,0.88744,1.20727,0.50764,0.92813,0.89325,0.83249,0.88919,0.63709,0.89503,0.83628,0.88875,0.61278,1.00774,1.4338,0.54801,1.02617,0.0002972,0.0002972,0.0002972
131,17128.4,0.87924,1.19327,0.50393,0.92807,0.89324,0.83235,0.8888,0.63855,0.89635,0.83612,0.88841,0.6143,1.00382,1.43295,0.54605,1.025,0.000284,0.000284,0.000284
132,17260.3,0.8786,1.18547,0.50226,0.92674,0.89298,0.83211,0.88808,0.6344,0.89557,0.83515,0.88777,0.61002,1.01626,1.44667,0.54836,1.03078,0.0002708,0.0002708,0.0002708
133,17390.6,0.87931,1.19468,0.50437,0.92782,0.89352,0.83321,0.88892,0.63549,0.89615,0.83566,0.88832,0.61132,1.01268,1.44558,0.54721,1.02954,0.0002576,0.0002576,0.0002576
134,17520.1,0.8753,1.18444,0.50301,0.92824,0.89292,0.83409,0.88922,0.63524,0.89628,0.83626,0.88878,0.61182,1.01432,1.4436,0.54765,1.02931,0.0002444,0.0002444,0.0002444
135,17651.8,0.88195,1.19838,0.50535,0.92734,0.89541,0.83353,0.88948,0.63827,0.89882,0.8367,0.88958,0.6147,1.00769,1.43605,0.5434,1.02623,0.0002312,0.0002312,0.0002312
136,17781.9,0.87836,1.19284,0.503,0.92709,0.89497,0.83272,0.88941,0.63825,0.89828,0.83511,0.88916,0.61389,1.00724,1.4408,0.54454,1.02627,0.000218,0.000218,0.000218
137,17910.8,0.86927,1.1758,0.49931,0.92403,0.89624,0.83185,0.88936,0.63954,0.89873,0.8346,0.88901,0.61564,1.00301,1.43363,0.54396,1.02487,0.0002048,0.0002048,0.0002048
138,18041.2,0.87285,1.18149,0.4995,0.92794,0.89553,0.83189,0.88929,0.63859,0.89938,0.83415,0.88877,0.61463,1.00664,1.43886,0.54459,1.0263,0.0001916,0.0001916,0.0001916
139,18170.5,0.88118,1.18981,0.50216,0.92726,0.895,0.82986,0.88842,0.63731,0.8974,0.83389,0.88803,0.6132,1.00903,1.4414,0.54656,1.02667,0.0001784,0.0001784,0.0001784
140,18300.4,0.86418,1.1683,0.49488,0.92344,0.89662,0.83055,0.88877,0.63754,0.89937,0.83309,0.88836,0.61326,1.00998,1.43887,0.54468,1.02681,0.0001652,0.0001652,0.0001652
141,18373.2,0.8568,1.17799,0.49453,0.93175,0.89858,0.82866,0.88847,0.63758,0.9006,0.83233,0.888,0.61464,1.00825,1.42798,0.545,1.02774,0.000152,0.000152,0.000152
142,18442.5,0.85183,1.16969,0.4882,0.92812,0.90047,0.82823,0.88848,0.63711,0.90267,0.83164,0.88834,0.61431,1.01079,1.42745,0.54615,1.02843,0.0001388,0.0001388,0.0001388
143,18511.5,0.84436,1.15097,0.48285,0.92751,0.89804,0.8301,0.88878,0.63639,0.90086,0.83271,0.8885,0.61292,1.01431,1.43151,0.54673,1.02969,0.0001256,0.0001256,0.0001256
144,18580.7,0.84312,1.15493,0.4823,0.9272,0.89959,0.82806,0.88871,0.63597,0.90137,0.83167,0.88824,0.61256,1.01617,1.4325,0.54743,1.02957,0.0001124,0.0001124,0.0001124
145,18649.4,0.83973,1.14554,0.47856,0.92869,0.89792,0.83031,0.88849,0.6371,0.9007,0.83361,0.88881,0.61424,1.01238,1.4293,0.54514,1.02817,9.92e-05,9.92e-05,9.92e-05
146,18718.3,0.84205,1.14758,0.47931,0.92715,0.89793,0.83044,0.88865,0.63688,0.90038,0.83329,0.88841,0.61393,1.01258,1.43166,0.54476,1.02822,8.6e-05,8.6e-05,8.6e-05
147,18787.3,0.84253,1.15086,0.4794,0.92717,0.89745,0.83057,0.88821,0.63734,0.89986,0.83427,0.88853,0.61443,1.01081,1.43014,0.54379,1.0281,7.28e-05,7.28e-05,7.28e-05
148,18855.9,0.84066,1.14762,0.47766,0.92612,0.89773,0.83014,0.88862,0.63747,0.89927,0.8346,0.88869,0.6146,1.01042,1.43118,0.54391,1.02843,5.96e-05,5.96e-05,5.96e-05
149,18924.7,0.8391,1.14159,0.47659,0.92769,0.89587,0.83245,0.88897,0.63829,0.89851,0.83585,0.88871,0.61557,1.00785,1.43023,0.54297,1.02743,4.64e-05,4.64e-05,4.64e-05
150,18993.4,0.83638,1.13859,0.47518,0.92427,0.8963,0.8318,0.88877,0.63813,0.89858,0.83533,0.88875,0.61513,1.00924,1.432,0.54336,1.02778,3.32e-05,3.32e-05,3.32e-05
