epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
120,5009.01,1.43302,0.681,1.11099,0.90737,0.82553,0.89569,0.47,1.60807,0.73714,1.27967,0.0004292,0.0004292,0.0004292
121,5050.71,1.42669,0.6789,1.10891,0.90404,0.82149,0.89205,0.46426,1.61554,0.75718,1.28359,0.000416,0.000416,0.000416
122,5092.56,1.4273,0.67942,1.1097,0.90219,0.81128,0.88673,0.45747,1.62478,0.78408,1.28937,0.0004028,0.0004028,0.0004028
123,5134.49,1.43092,0.68045,1.11296,0.90165,0.81597,0.88756,0.45792,1.62205,0.77733,1.28888,0.0003896,0.0003896,0.0003896
124,5176.32,1.42385,0.67918,1.10954,0.90327,0.81913,0.88929,0.46001,1.62287,0.76608,1.28913,0.0003764,0.0003764,0.0003764
125,5217.83,1.41696,0.67382,1.10757,0.90266,0.81525,0.88825,0.45752,1.63376,0.76909,1.29276,0.0003632,0.0003632,0.0003632
126,5259.78,1.42288,0.67503,1.10675,0.90224,0.81765,0.88839,0.45646,1.63653,0.77199,1.29476,0.00035,0.00035,0.00035
127,5301.78,1.41951,0.67588,1.10496,0.90577,0.82589,0.8948,0.46896,1.60765,0.7422,1.27916,0.0003368,0.0003368,0.0003368
128,5344.1,1.42626,0.68058,1.10777,0.89956,0.8141,0.88688,0.4549,1.6349,0.78124,1.2934,0.0003236,0.0003236,0.0003236
129,5385.86,1.42552,0.67633,1.1063,0.90373,0.81958,0.89081,0.46245,1.62091,0.76179,1.28336,0.0003104,0.0003104,0.0003104
130,5427.62,1.42809,0.67844,1.10821,0.90297,0.81485,0.88831,0.45851,1.62776,0.77169,1.2911,0.0002972,0.0002972,0.0002972
131,5469.36,1.42365,0.67715,1.11042,0.90265,0.81771,0.88964,0.46052,1.6247,0.75962,1.28765,0.000284,0.000284,0.000284
132,5511.55,1.41969,0.67287,1.10575,0.90171,0.81674,0.88863,0.4602,1.62052,0.76396,1.28671,0.0002708,0.0002708,0.0002708
133,5553.31,1.42303,0.67619,1.10996,0.90361,0.82165,0.89276,0.46566,1.60665,0.75177,1.28066,0.0002576,0.0002576,0.0002576
134,5595,1.4185,0.67309,1.10948,0.90165,0.82147,0.89119,0.46244,1.61786,0.7544,1.28628,0.0002444,0.0002444,0.0002444
135,5636.99,1.42011,0.67485,1.10599,0.90274,0.82201,0.89155,0.46291,1.6198,0.74941,1.28451,0.0002312,0.0002312,0.0002312
136,5678.69,1.41946,0.67224,1.10681,0.90712,0.82563,0.89498,0.46747,1.61918,0.72975,1.28328,0.000218,0.000218,0.000218
137,5720.28,1.41218,0.66966,1.10286,0.90677,0.82524,0.89488,0.4673,1.61764,0.73037,1.28245,0.0002048,0.0002048,0.0002048
138,5761.75,1.41787,0.66852,1.1091,0.90435,0.82316,0.89277,0.4634,1.62263,0.74185,1.28623,0.0001916,0.0001916,0.0001916
139,5803.48,1.4236,0.67258,1.10705,0.90283,0.82527,0.89197,0.46042,1.63581,0.74066,1.29061,0.0001784,0.0001784,0.0001784
140,5845.2,1.40702,0.66361,1.10268,0.9031,0.82409,0.89237,0.46293,1.62528,0.74218,1.28623,0.0001652,0.0001652,0.0001652
141,5885.15,1.41438,0.66087,1.12772,0.90643,0.82445,0.89398,0.4689,1.61309,0.73598,1.28212,0.000152,0.000152,0.000152
142,5923.66,1.39972,0.65208,1.11771,0.90336,0.81912,0.88933,0.46341,1.62134,0.75661,1.28643,0.0001388,0.0001388,0.0001388
143,5962.09,1.39452,0.64626,1.11894,0.9003,0.81674,0.88652,0.45676,1.63772,0.7654,1.29426,0.0001256,0.0001256,0.0001256
144,6000.95,1.39499,0.64712,1.12085,0.89711,0.81244,0.88274,0.45008,1.6524,0.77923,1.30266,0.0001124,0.0001124,0.0001124
145,6039.66,1.3903,0.64504,1.1237,0.89873,0.81392,0.8843,0.45248,1.64844,0.7723,1.30032,9.92e-05,9.92e-05,9.92e-05
146,6078.15,1.39121,0.64363,1.12084,0.8978,0.81362,0.88409,0.45179,1.64906,0.77436,1.30052,8.6e-05,8.6e-05,8.6e-05
147,6116.81,1.389,0.64371,1.11761,0.89767,0.81461,0.88391,0.45115,1.65144,0.77385,1.30182,7.28e-05,7.28e-05,7.28e-05
148,6155.55,1.38867,0.64019,1.11845,0.89813,0.8147,0.88392,0.4529,1.64103,0.77483,1.29792,5.96e-05,5.96e-05,5.96e-05
149,6193.93,1.38837,0.64043,1.12094,0.89695,0.81396,0.883,0.45225,1.63929,0.7781,1.29807,4.64e-05,4.64e-05,4.64e-05
