epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,4091.91,0.98154,1.35736,0.59934,0.95805,0.88002,0.8108,0.87419,0.60357,0.88424,0.81418,0.87444,0.57904,1.07884,1.54718,0.62477,1.0487,0.0016172,0.0016172,0.0016172
31,4231.15,0.97747,1.35052,0.5994,0.95752,0.87257,0.80654,0.87293,0.61261,0.87869,0.8122,0.8752,0.59212,1.03761,1.46918,0.63952,1.02766,0.001604,0.001604,0.001604
32,4369.56,0.97799,1.35925,0.5963,0.95582,0.89012,0.81476,0.87973,0.63033,0.89301,0.81382,0.87707,0.60573,1.01915,1.47702,0.59844,1.02474,0.0015908,0.0015908,0.0015908
33,4507.66,0.97286,1.34307,0.59253,0.95518,0.8847,0.81172,0.87556,0.60607,0.88706,0.81389,0.87474,0.58536,1.07359,1.52012,0.62741,1.04779,0.0015776,0.0015776,0.0015776
34,4645.5,0.97353,1.3511,0.59346,0.95566,0.88995,0.81296,0.87788,0.62502,0.89111,0.81645,0.87743,0.6006,1.02064,1.50557,0.60413,1.02627,0.0015644,0.0015644,0.0015644
35,4782.88,0.97542,1.35002,0.5966,0.95665,0.88401,0.81106,0.87649,0.60977,0.88804,0.81636,0.87825,0.59254,1.06329,1.49449,0.62676,1.05026,0.0015512,0.0015512,0.0015512
36,4919.03,0.97067,1.34357,0.59181,0.95446,0.89233,0.81222,0.88013,0.61885,0.89485,0.81452,0.8787,0.59076,1.04501,1.53455,0.5954,1.03639,0.001538,0.001538,0.001538
37,5056.43,0.96959,1.33784,0.58967,0.95451,0.89099,0.81537,0.88277,0.62995,0.89413,0.81616,0.88032,0.60523,1.01102,1.47584,0.59926,1.02431,0.0015248,0.0015248,0.0015248
38,5195.3,0.96495,1.33379,0.58869,0.95303,0.88594,0.81947,0.88144,0.6231,0.88886,0.82218,0.88028,0.60198,1.04203,1.44554,0.60951,1.0285,0.0015116,0.0015116,0.0015116
39,5333.91,0.96291,1.32688,0.58507,0.95317,0.88349,0.82006,0.87997,0.62076,0.88711,0.82136,0.87969,0.59754,1.03471,1.48783,0.6082,1.03333,0.0014984,0.0014984,0.0014984
40,5472.49,0.96175,1.32516,0.58234,0.95099,0.87391,0.80235,0.87139,0.60476,0.87864,0.8067,0.87294,0.58665,1.06467,1.49414,0.63805,1.04193,0.0014852,0.0014852,0.0014852
41,5610.35,0.95167,1.31122,0.57803,0.94965,0.88453,0.81342,0.87869,0.627,0.88869,0.81725,0.87896,0.60148,1.00905,1.48182,0.60311,1.02064,0.001472,0.001472,0.001472
42,5747.14,0.95644,1.31571,0.57843,0.95081,0.88904,0.81631,0.88028,0.62421,0.89184,0.81743,0.87851,0.60302,1.02322,1.46897,0.59921,1.03105,0.0014588,0.0014588,0.0014588
43,5886.32,0.96047,1.32854,0.58182,0.95131,0.88454,0.81148,0.87718,0.62073,0.88883,0.81411,0.8768,0.60056,1.03498,1.45908,0.60635,1.02994,0.0014456,0.0014456,0.0014456
44,6023.87,0.95753,1.31697,0.58087,0.95133,0.89279,0.81133,0.87963,0.62826,0.89637,0.81347,0.8791,0.60203,1.01279,1.51957,0.59203,1.02537,0.0014324,0.0014324,0.0014324
45,6161.54,0.95115,1.308,0.57883,0.94833,0.88983,0.81974,0.88195,0.63764,0.89199,0.82233,0.88073,0.612,0.99102,1.47167,0.57717,1.0136,0.0014192,0.0014192,0.0014192
46,6300.7,0.94794,1.3069,0.57346,0.94809,0.88705,0.81837,0.88239,0.624,0.88976,0.82028,0.88053,0.59572,1.02978,1.53371,0.59292,1.02748,0.001406,0.001406,0.001406
47,6437.65,0.94797,1.30349,0.57268,0.94733,0.89053,0.81931,0.88141,0.62127,0.89495,0.82081,0.88062,0.59785,1.04441,1.47964,0.59247,1.03002,0.0013928,0.0013928,0.0013928
48,6576.81,0.95331,1.30928,0.57433,0.94938,0.88582,0.81441,0.88103,0.62918,0.88919,0.81617,0.87965,0.60437,1.01316,1.45895,0.59973,1.01947,0.0013796,0.0013796,0.0013796
49,6714.81,0.95328,1.31646,0.5766,0.95006,0.88677,0.82459,0.88402,0.63261,0.88962,0.82598,0.88209,0.60634,1.00493,1.46159,0.59129,1.0205,0.0013664,0.0013664,0.0013664
50,6852.53,0.94828,1.30913,0.57427,0.94883,0.88951,0.81636,0.88163,0.62869,0.89416,0.81932,0.88133,0.6037,1.00844,1.47624,0.59645,1.02422,0.0013532,0.0013532,0.0013532
51,6990.96,0.94556,1.30043,0.57574,0.94792,0.89512,0.81641,0.88319,0.63557,0.89883,0.81875,0.88287,0.61506,0.99061,1.44382,0.57973,1.01917,0.00134,0.00134,0.00134
52,7127.09,0.94391,1.30029,0.57397,0.94791,0.89044,0.82038,0.88221,0.6314,0.89356,0.82145,0.88094,0.60926,1.00785,1.48248,0.58366,1.02206,0.0013268,0.0013268,0.0013268
53,7265.62,0.93823,1.2862,0.56547,0.94436,0.88949,0.82386,0.88354,0.61058,0.8945,0.82544,0.88289,0.58087,1.08055,1.56568,0.58919,1.04751,0.0013136,0.0013136,0.0013136
54,7403.25,0.94486,1.30191,0.57216,0.94703,0.89413,0.81942,0.88434,0.63259,0.89794,0.82215,0.88314,0.60854,1.01142,1.44025,0.57714,1.02559,0.0013004,0.0013004,0.0013004
55,7543.37,0.93893,1.29033,0.57033,0.94417,0.88657,0.81857,0.88167,0.63399,0.88972,0.82148,0.88113,0.61408,1.00218,1.43178,0.59478,1.01669,0.0012872,0.0012872,0.0012872
56,7681.03,0.94054,1.29111,0.56805,0.94559,0.88911,0.82814,0.88711,0.62543,0.89255,0.83134,0.8866,0.60058,1.03834,1.49536,0.57707,1.03037,0.001274,0.001274,0.001274
57,7819.17,0.94077,1.2917,0.57065,0.94536,0.89417,0.81866,0.882,0.61603,0.89778,0.8199,0.88138,0.58879,1.06198,1.52751,0.59155,1.04184,0.0012608,0.0012608,0.0012608
58,7957.7,0.93399,1.27795,0.56425,0.9436,0.88782,0.82242,0.88362,0.61982,0.89235,0.82359,0.88297,0.59585,1.04536,1.52235,0.58644,1.03763,0.0012476,0.0012476,0.0012476
59,8096.35,0.93738,1.2913,0.56604,0.94428,0.89038,0.82427,0.88548,0.63539,0.89437,0.8256,0.88379,0.60907,0.99924,1.46697,0.57517,1.02047,0.0012344,0.0012344,0.0012344
60,8236.15,0.9363,1.28277,0.56615,0.94476,0.88872,0.82051,0.88163,0.63092,0.89177,0.82333,0.88083,0.60608,1.00478,1.46143,0.59139,1.01791,0.0012212,0.0012212,0.0012212
61,8373.23,0.93051,1.2761,0.56181,0.94305,0.89145,0.82338,0.88498,0.61292,0.89546,0.82641,0.8846,0.58644,1.07439,1.5353,0.59069,1.04117,0.001208,0.001208,0.001208
62,8510.76,0.93146,1.28171,0.56043,0.94371,0.89085,0.82436,0.88386,0.62341,0.89319,0.82713,0.8832,0.6018,1.03465,1.46795,0.58212,1.0288,0.0011948,0.0011948,0.0011948
63,8648.85,0.93173,1.27789,0.56274,0.94366,0.8904,0.81512,0.88037,0.62711,0.89342,0.81918,0.87999,0.59974,1.01675,1.50954,0.59251,1.02453,0.0011816,0.0011816,0.0011816
64,8786.4,0.93157,1.27644,0.56323,0.94343,0.8922,0.82776,0.88737,0.63447,0.89669,0.82881,0.88548,0.60576,1.00602,1.50429,0.57461,1.02361,0.0011684,0.0011684,0.0011684
65,8924.71,0.92599,1.2715,0.56083,0.94252,0.88833,0.83129,0.88809,0.63729,0.89309,0.83134,0.88715,0.61118,0.99911,1.45792,0.57414,1.01556,0.0011552,0.0011552,0.0011552
66,9062.37,0.92439,1.26696,0.55485,0.94072,0.8912,0.82555,0.88455,0.62958,0.89444,0.8281,0.88394,0.60937,1.01702,1.42822,0.57913,1.0238,0.001142,0.001142,0.001142
67,9201.02,0.92716,1.27367,0.56046,0.94306,0.88527,0.81868,0.8826,0.62119,0.88891,0.82139,0.88256,0.59749,1.02959,1.47787,0.59623,1.03108,0.0011288,0.0011288,0.0011288
68,9339.1,0.92972,1.27298,0.56002,0.94216,0.89622,0.82311,0.88603,0.63989,0.89962,0.82414,0.88456,0.61682,0.98799,1.41788,0.57514,1.01035,0.0011156,0.0011156,0.0011156
69,9477.5,0.93486,1.28055,0.56307,0.94398,0.89302,0.82154,0.88331,0.63571,0.89637,0.82434,0.88235,0.61227,0.99753,1.41913,0.57512,1.01589,0.0011024,0.0011024,0.0011024
70,9613.96,0.91819,1.25845,0.55608,0.93902,0.89448,0.82665,0.88875,0.64228,0.89743,0.82938,0.88786,0.62023,0.98773,1.41568,0.56707,1.01099,0.0010892,0.0010892,0.0010892
71,9750.66,0.92932,1.27264,0.55766,0.94263,0.89183,0.82673,0.88539,0.63137,0.89661,0.82787,0.88466,0.60915,1.01752,1.43418,0.57446,1.02371,0.001076,0.001076,0.001076
72,9889.72,0.9302,1.2693,0.55829,0.94216,0.89081,0.82416,0.88519,0.62485,0.89455,0.82825,0.88439,0.59997,1.03657,1.47529,0.58168,1.02725,0.0010628,0.0010628,0.0010628
73,10029,0.92322,1.26586,0.55674,0.94064,0.89535,0.82513,0.88904,0.63361,0.89822,0.8283,0.88844,0.61227,1.01203,1.41186,0.57211,1.0185,0.0010496,0.0010496,0.0010496
74,10165.2,0.92282,1.26512,0.55647,0.94019,0.8897,0.82459,0.88414,0.61937,0.89356,0.82641,0.88342,0.59493,1.05155,1.47815,0.58826,1.03442,0.0010364,0.0010364,0.0010364
75,10303.4,0.92508,1.26985,0.5562,0.94103,0.895,0.82211,0.88569,0.62574,0.90061,0.824,0.88558,0.60487,1.03833,1.44753,0.57448,1.02888,0.0010232,0.0010232,0.0010232
76,10442.2,0.91637,1.25777,0.55099,0.93819,0.88752,0.82189,0.88354,0.62489,0.89286,0.8224,0.88268,0.59911,1.03202,1.47571,0.57977,1.02983,0.00101,0.00101,0.00101
77,10579.6,0.91955,1.25209,0.55117,0.93973,0.89076,0.83146,0.88939,0.6404,0.89656,0.83303,0.88897,0.61539,0.99297,1.42693,0.56349,1.01516,0.0009968,0.0009968,0.0009968
78,10718.4,0.91325,1.24819,0.54447,0.93622,0.89378,0.8292,0.88891,0.63779,0.8959,0.8317,0.88791,0.61325,1.00366,1.41926,0.5656,1.01619,0.0009836,0.0009836,0.0009836
79,10855.9,0.91413,1.24789,0.54733,0.93721,0.88962,0.8206,0.88201,0.61492,0.89386,0.82387,0.88224,0.59452,1.06519,1.47352,0.58501,1.0376,0.0009704,0.0009704,0.0009704
80,10993.1,0.90882,1.2414,0.54563,0.93441,0.89268,0.82551,0.88581,0.62549,0.89656,0.82715,0.88482,0.60048,1.03191,1.47715,0.57479,1.02847,0.0009572,0.0009572,0.0009572
81,11131.4,0.91615,1.25331,0.54934,0.93929,0.89339,0.82384,0.88579,0.63625,0.89695,0.82606,0.88493,0.61281,0.99571,1.4358,0.57013,1.01347,0.000944,0.000944,0.000944
82,11269.7,0.91501,1.24508,0.54676,0.93782,0.89077,0.82518,0.88566,0.63173,0.89463,0.82621,0.88362,0.6071,1.01146,1.43902,0.57507,1.0219,0.0009308,0.0009308,0.0009308
83,11409.3,0.91244,1.24339,0.55062,0.93611,0.89648,0.82347,0.88566,0.63121,0.90073,0.82456,0.88498,0.61091,1.01633,1.4246,0.57073,1.02473,0.0009176,0.0009176,0.0009176
84,11546.5,0.91355,1.24853,0.54674,0.93759,0.89198,0.82434,0.88632,0.62881,0.89653,0.82632,0.88504,0.60686,1.02338,1.44997,0.56941,1.02712,0.0009044,0.0009044,0.0009044
85,11684.5,0.90879,1.23911,0.54296,0.93506,0.89086,0.82544,0.88583,0.62955,0.89539,0.82714,0.88529,0.60859,1.02032,1.44377,0.57334,1.02223,0.0008912,0.0008912,0.0008912
86,11821.4,0.90877,1.24279,0.54509,0.93504,0.89066,0.82848,0.8872,0.62812,0.89378,0.83139,0.88658,0.60611,1.03195,1.45726,0.56853,1.02767,0.000878,0.000878,0.000878
87,11960.5,0.90612,1.23801,0.54217,0.93458,0.89409,0.82513,0.88772,0.63589,0.89744,0.82772,0.88696,0.61299,1.00574,1.42344,0.56439,1.01707,0.0008648,0.0008648,0.0008648
88,12098.3,0.90622,1.23725,0.54274,0.93516,0.89271,0.82878,0.88776,0.6351,0.89646,0.83069,0.88612,0.61286,1.00709,1.41856,0.56485,1.01838,0.0008516,0.0008516,0.0008516
89,12237.1,0.90234,1.23289,0.54017,0.93428,0.89025,0.83139,0.88845,0.63375,0.89436,0.83382,0.88753,0.60922,1.01144,1.44239,0.56395,1.02088,0.0008384,0.0008384,0.0008384
90,12376.1,0.90269,1.22791,0.53936,0.93313,0.89179,0.82844,0.88738,0.63422,0.89515,0.83105,0.88572,0.61186,1.00698,1.42116,0.56278,1.01999,0.0008252,0.0008252,0.0008252
91,12513.8,0.91434,1.25122,0.54501,0.93764,0.88991,0.82674,0.88689,0.62624,0.89362,0.83018,0.88674,0.60403,1.02938,1.48768,0.57154,1.0264,0.000812,0.000812,0.000812
92,12651.5,0.89966,1.22404,0.5379,0.93239,0.89116,0.82756,0.88719,0.63797,0.89536,0.83105,0.88648,0.61713,0.99717,1.41867,0.56219,1.01629,0.0007988,0.0007988,0.0007988
93,12788.7,0.89681,1.21949,0.53556,0.93185,0.89432,0.83188,0.88989,0.63864,0.89926,0.83335,0.88909,0.61689,1.00324,1.40277,0.55701,1.01568,0.0007856,0.0007856,0.0007856
94,12926.9,0.90218,1.2298,0.53849,0.93272,0.8911,0.82577,0.88651,0.63011,0.89592,0.82894,0.88659,0.60772,1.01884,1.4471,0.57086,1.02309,0.0007724,0.0007724,0.0007724
95,13064.3,0.90568,1.23156,0.53987,0.93416,0.89239,0.82997,0.8888,0.6359,0.89671,0.83245,0.88839,0.61381,1.00874,1.42568,0.56031,1.01804,0.0007592,0.0007592,0.0007592
96,13202.6,0.8957,1.22281,0.53693,0.93213,0.89507,0.82884,0.8902,0.63333,0.90007,0.82936,0.88889,0.60659,1.02222,1.45097,0.55893,1.02321,0.000746,0.000746,0.000746
97,13341.6,0.89699,1.21362,0.53337,0.9318,0.89429,0.82914,0.88927,0.62644,0.89825,0.83281,0.88892,0.60503,1.03809,1.44003,0.56566,1.02741,0.0007328,0.0007328,0.0007328
98,13477.2,0.90018,1.22763,0.53819,0.93629,0.89346,0.82875,0.88861,0.62897,0.89847,0.82987,0.88767,0.60758,1.03415,1.42551,0.56341,1.02524,0.0007196,0.0007196,0.0007196
99,13614.7,0.89401,1.21647,0.53383,0.93212,0.89028,0.83326,0.88968,0.63651,0.89631,0.83287,0.88864,0.61131,1.01162,1.42339,0.55722,1.01998,0.0007064,0.0007064,0.0007064
100,13752.1,0.8962,1.21792,0.53139,0.93356,0.89059,0.82954,0.88813,0.6272,0.89668,0.83067,0.88761,0.60521,1.03633,1.4442,0.56504,1.02774,0.0006932,0.0006932,0.0006932
101,13890.7,0.88996,1.21352,0.53155,0.93086,0.89048,0.827,0.88769,0.62728,0.89416,0.83042,0.88736,0.60367,1.03298,1.45864,0.57091,1.02647,0.00068,0.00068,0.00068
102,14028.8,0.89149,1.21272,0.53079,0.93116,0.89259,0.82866,0.88799,0.63443,0.89654,0.83117,0.88779,0.61168,1.01146,1.42703,0.562,1.01827,0.0006668,0.0006668,0.0006668
103,14165.4,0.89522,1.2191,0.53286,0.93303,0.89241,0.82571,0.88752,0.62972,0.89763,0.82824,0.88704,0.60678,1.02685,1.44574,0.5666,1.02413,0.0006536,0.0006536,0.0006536
104,14303.3,0.89569,1.22162,0.53414,0.93144,0.89207,0.83076,0.88931,0.63527,0.89635,0.83281,0.88818,0.6112,1.00864,1.43864,0.56321,1.01637,0.0006404,0.0006404,0.0006404
105,14440.7,0.89601,1.22382,0.53467,0.93214,0.89501,0.82746,0.88918,0.63294,0.89888,0.82893,0.88771,0.60657,1.01615,1.43938,0.56298,1.01905,0.0006272,0.0006272,0.0006272
106,14578.6,0.88937,1.21037,0.52901,0.92863,0.89423,0.82704,0.88892,0.63103,0.89767,0.83022,0.88873,0.60867,1.02479,1.43204,0.56331,1.02288,0.000614,0.000614,0.000614
107,14717.4,0.88554,1.20076,0.52761,0.92944,0.89201,0.83064,0.88963,0.6344,0.89619,0.83177,0.88827,0.61065,1.01601,1.42564,0.55734,1.01832,0.0006008,0.0006008,0.0006008
108,14855.2,0.89009,1.20797,0.52748,0.93037,0.89504,0.82961,0.88941,0.63235,0.89918,0.83236,0.88914,0.6103,1.02096,1.4379,0.56011,1.02022,0.0005876,0.0005876,0.0005876
109,14992.1,0.88632,1.20405,0.52679,0.93006,0.89338,0.8281,0.88901,0.63268,0.89785,0.83042,0.88834,0.61167,1.0184,1.42328,0.56007,1.0199,0.0005744,0.0005744,0.0005744
110,15130.6,0.88702,1.20705,0.52937,0.92848,0.89475,0.825,0.88748,0.63093,0.89779,0.8292,0.88709,0.6084,1.02307,1.43985,0.56473,1.02108,0.0005612,0.0005612,0.0005612
111,15269.3,0.88673,1.2068,0.52819,0.92743,0.89246,0.83042,0.88928,0.63376,0.89676,0.83231,0.88826,0.61048,1.01876,1.4377,0.55989,1.0208,0.000548,0.000548,0.000548
112,15407.2,0.88542,1.21029,0.5282,0.9273,0.89341,0.82997,0.88965,0.63685,0.89813,0.83218,0.88858,0.61423,1.00707,1.42105,0.5574,1.01601,0.0005348,0.0005348,0.0005348
113,15544.6,0.88355,1.19793,0.52506,0.92754,0.89084,0.82999,0.88802,0.62775,0.89615,0.832,0.88767,0.60632,1.03252,1.4482,0.56535,1.02395,0.0005216,0.0005216,0.0005216
114,15681.9,0.8859,1.20439,0.52539,0.92824,0.89189,0.82765,0.88617,0.62777,0.89745,0.83037,0.88661,0.6061,1.03108,1.44767,0.56385,1.02526,0.0005084,0.0005084,0.0005084
115,15819.5,0.88521,1.20341,0.52496,0.92746,0.89067,0.82835,0.88642,0.62686,0.89489,0.83123,0.88637,0.60344,1.03265,1.46551,0.56825,1.026,0.0004952,0.0004952,0.0004952
116,15957.5,0.88248,1.19754,0.5235,0.92704,0.89448,0.83011,0.88903,0.62831,0.89839,0.83315,0.8886,0.60533,1.03609,1.4529,0.56037,1.02601,0.000482,0.000482,0.000482
117,16094.9,0.88677,1.20723,0.52691,0.92773,0.89226,0.83019,0.8886,0.63023,0.89462,0.833,0.88805,0.60605,1.02798,1.4524,0.561,1.02475,0.0004688,0.0004688,0.0004688
118,16232.7,0.87948,1.19114,0.52181,0.92654,0.89299,0.83197,0.88934,0.63281,0.89652,0.83474,0.889,0.60853,1.02043,1.44856,0.5572,1.01991,0.0004556,0.0004556,0.0004556
119,16371.9,0.88333,1.20141,0.52522,0.92646,0.89386,0.83015,0.88948,0.634,0.89753,0.83263,0.8887,0.61066,1.01275,1.43558,0.55899,1.01903,0.0004424,0.0004424,0.0004424
120,16509.5,0.8817,1.19633,0.5223,0.92665,0.89469,0.82929,0.8892,0.63517,0.89889,0.8309,0.88804,0.61054,1.01073,1.43675,0.55524,1.01725,0.0004292,0.0004292,0.0004292
121,16647.4,0.87888,1.19322,0.52058,0.92604,0.89485,0.83124,0.89028,0.63357,0.8994,0.8322,0.88902,0.60948,1.01833,1.44097,0.55597,1.01923,0.000416,0.000416,0.000416
122,16784.1,0.87994,1.19247,0.52163,0.92665,0.89464,0.83146,0.89042,0.63428,0.89882,0.83323,0.88925,0.61068,1.01504,1.44086,0.55522,1.01847,0.0004028,0.0004028,0.0004028
123,16922.3,0.87824,1.1911,0.51933,0.92668,0.89557,0.83193,0.89079,0.63522,0.89968,0.83374,0.88978,0.61128,1.01461,1.43444,0.55242,1.01875,0.0003896,0.0003896,0.0003896
124,17059.4,0.87587,1.18479,0.51855,0.92522,0.89078,0.82837,0.88746,0.6275,0.89515,0.83206,0.88749,0.60505,1.03071,1.4582,0.5643,1.02393,0.0003764,0.0003764,0.0003764
125,17197.2,0.86832,1.17861,0.51556,0.92373,0.89275,0.83109,0.88861,0.62972,0.89662,0.83369,0.88818,0.60757,1.02419,1.44731,0.56026,1.02166,0.0003632,0.0003632,0.0003632
126,17334.7,0.87534,1.18766,0.51804,0.92403,0.89206,0.83222,0.88898,0.62924,0.89721,0.83371,0.88893,0.60726,1.02979,1.45097,0.55998,1.02353,0.00035,0.00035,0.00035
127,17472,0.8715,1.18021,0.51545,0.92357,0.89194,0.83258,0.88987,0.62769,0.89597,0.83538,0.88938,0.60584,1.03405,1.4546,0.56064,1.02581,0.0003368,0.0003368,0.0003368
128,17609.8,0.88162,1.19502,0.52037,0.92555,0.89473,0.83046,0.88917,0.62982,0.89884,0.83324,0.88896,0.60756,1.02794,1.44099,0.5575,1.02181,0.0003236,0.0003236,0.0003236
129,17747.3,0.87567,1.18449,0.51597,0.92387,0.89399,0.83008,0.88865,0.62812,0.89767,0.83351,0.88852,0.60629,1.03357,1.44825,0.55887,1.02426,0.0003104,0.0003104,0.0003104
130,17887,0.88004,1.19369,0.51903,0.92506,0.89266,0.83107,0.8894,0.63048,0.89584,0.83456,0.88909,0.60704,1.02665,1.44708,0.55855,1.02169,0.0002972,0.0002972,0.0002972
131,18024,0.87242,1.18229,0.51514,0.92465,0.89387,0.83252,0.88958,0.6319,0.89671,0.83571,0.88941,0.60901,1.0221,1.4413,0.55558,1.02001,0.000284,0.000284,0.000284
