epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,3681.42,0.96447,1.32698,0.58112,0.95633,0.8908,0.8192,0.88159,0.6258,0.89266,0.82152,0.87963,0.59743,1.02495,1.52238,0.59277,1.03793,0.0017228,0.0017228,0.0017228
23,3846.61,0.96418,1.33478,0.58496,0.95893,0.88138,0.82214,0.88229,0.61441,0.88278,0.82344,0.87926,0.58404,1.03993,1.62781,0.61094,1.04417,0.0017096,0.0017096,0.0017096
24,4012.95,0.96004,1.32503,0.58247,0.95734,0.89355,0.81967,0.88291,0.60899,0.89653,0.82038,0.87975,0.58434,1.08411,1.54402,0.60185,1.06553,0.0016964,0.0016964,0.0016964
25,4178.94,0.95999,1.32744,0.58045,0.95549,0.8863,0.82021,0.87997,0.63121,0.88962,0.8199,0.87741,0.60786,0.99584,1.48308,0.59457,1.0363,0.0016832,0.0016832,0.0016832
26,4346.1,0.95572,1.32138,0.57553,0.95423,0.88561,0.8153,0.87622,0.62469,0.88801,0.81751,0.87473,0.60398,1.02258,1.4707,0.59914,1.04043,0.00167,0.00167,0.00167
27,4512.09,0.94496,1.30313,0.57278,0.954,0.8863,0.82351,0.88415,0.62126,0.88888,0.82533,0.88194,0.59169,1.04793,1.63224,0.58776,1.05561,0.0016568,0.0016568,0.0016568
28,4679.43,0.94732,1.30581,0.57145,0.95272,0.88424,0.82423,0.88187,0.63578,0.8865,0.82748,0.88057,0.61513,0.98459,1.43983,0.58663,1.02622,0.0016436,0.0016436,0.0016436
29,4845.49,0.95087,1.30932,0.57111,0.9533,0.89131,0.81911,0.8829,0.63278,0.89373,0.8199,0.88049,0.60667,0.99792,1.47242,0.57903,1.03219,0.0016304,0.0016304,0.0016304
30,5012.97,0.94671,1.30211,0.57149,0.95333,0.87973,0.82121,0.87899,0.63051,0.88341,0.82531,0.87932,0.61478,1.0011,1.43124,0.59975,1.03002,0.0016172,0.0016172,0.0016172
31,5179.73,0.9451,1.31036,0.5679,0.95148,0.88974,0.82274,0.88455,0.63041,0.8931,0.82412,0.8834,0.60578,1.01144,1.47718,0.57998,1.03389,0.001604,0.001604,0.001604
32,5344.3,0.94445,1.30772,0.56803,0.9515,0.89222,0.82954,0.88706,0.64089,0.89546,0.83256,0.88636,0.6182,0.99603,1.44414,0.56279,1.02597,0.0015908,0.0015908,0.0015908
33,5509.27,0.94953,1.29919,0.56639,0.95419,0.88374,0.82522,0.88322,0.62382,0.88799,0.82846,0.88273,0.59931,1.03958,1.55663,0.5869,1.04533,0.0015776,0.0015776,0.0015776
34,5675.12,0.94037,1.29537,0.56366,0.95133,0.89482,0.82555,0.88461,0.63379,0.897,0.82992,0.88414,0.61471,1.00447,1.42197,0.57372,1.02848,0.0015644,0.0015644,0.0015644
35,5841.45,0.93553,1.28748,0.56228,0.94909,0.88973,0.81931,0.88067,0.63525,0.89089,0.81979,0.87561,0.60162,1.00581,1.58556,0.58501,1.03066,0.0015512,0.0015512,0.0015512
36,6007.29,0.93804,1.29205,0.56229,0.94941,0.89055,0.82474,0.88437,0.61995,0.89555,0.82588,0.88273,0.60214,1.05302,1.46569,0.57632,1.04562,0.001538,0.001538,0.001538
37,6172.85,0.93014,1.27396,0.55737,0.94886,0.88724,0.82697,0.88404,0.63561,0.89047,0.82888,0.88382,0.61567,0.99623,1.42991,0.57821,1.02921,0.0015248,0.0015248,0.0015248
38,6338.64,0.93387,1.28394,0.56094,0.94895,0.87829,0.82181,0.8806,0.62358,0.88399,0.82209,0.87919,0.59233,1.0038,1.61985,0.61874,1.03217,0.0015116,0.0015116,0.0015116
39,6505.15,0.93456,1.27642,0.5589,0.94776,0.89147,0.82763,0.887,0.63378,0.89399,0.82997,0.88564,0.61454,1.00984,1.44446,0.56669,1.03482,0.0014984,0.0014984,0.0014984
40,6670.72,0.92688,1.27305,0.55335,0.94757,0.8925,0.82938,0.88638,0.63839,0.89531,0.82947,0.88379,0.61754,0.99517,1.42749,0.56411,1.02419,0.0014852,0.0014852,0.0014852
41,6837.05,0.93401,1.28332,0.55778,0.94777,0.88694,0.82695,0.88584,0.63024,0.89097,0.83071,0.88531,0.61116,1.01196,1.46393,0.57369,1.03298,0.001472,0.001472,0.001472
42,7004.26,0.92679,1.27175,0.55325,0.94631,0.89206,0.83411,0.88979,0.63694,0.89384,0.83515,0.88709,0.61037,0.98838,1.42847,0.57532,1.0265,0.0014588,0.0014588,0.0014588
43,7170,0.9273,1.28044,0.55456,0.94502,0.88651,0.82339,0.88319,0.6316,0.88961,0.82563,0.88127,0.6063,0.9973,1.48127,0.5874,1.03507,0.0014456,0.0014456,0.0014456
44,7334.5,0.92502,1.26602,0.55153,0.94657,0.89022,0.83137,0.88795,0.6362,0.89334,0.83427,0.88616,0.60989,1.00643,1.48087,0.56062,1.03396,0.0014324,0.0014324,0.0014324
45,7502.17,0.92567,1.266,0.55051,0.94516,0.88804,0.82808,0.88763,0.63678,0.89104,0.83346,0.88786,0.6172,0.99444,1.42361,0.57301,1.02985,0.0014192,0.0014192,0.0014192
46,7667.33,0.92135,1.26096,0.54905,0.9467,0.8938,0.82416,0.88686,0.62755,0.89777,0.82668,0.88617,0.60454,1.03365,1.48416,0.57285,1.04049,0.001406,0.001406,0.001406
47,7833.59,0.92157,1.26274,0.5499,0.94394,0.89608,0.83423,0.891,0.64733,0.90079,0.83596,0.88987,0.62435,0.97555,1.45834,0.55454,1.02238,0.0013928,0.0013928,0.0013928
48,7998.37,0.91521,1.2503,0.54657,0.94176,0.89677,0.8308,0.89107,0.64552,0.89956,0.83224,0.88933,0.62562,0.97655,1.41817,0.56365,1.01686,0.0013796,0.0013796,0.0013796
49,8163.99,0.92107,1.26447,0.54868,0.94455,0.89634,0.83407,0.89183,0.64036,0.90043,0.83616,0.89165,0.62169,1.00047,1.39673,0.55106,1.03093,0.0013664,0.0013664,0.0013664
50,8329.16,0.91864,1.25553,0.54648,0.94336,0.88166,0.83265,0.88869,0.6346,0.88567,0.83818,0.88961,0.61172,1.00444,1.53278,0.56889,1.04206,0.0013532,0.0013532,0.0013532
51,8495.84,0.91579,1.24901,0.54589,0.94301,0.89188,0.82743,0.8878,0.63755,0.89505,0.8292,0.88666,0.61696,0.98443,1.40204,0.57355,1.02385,0.00134,0.00134,0.00134
52,8661.46,0.91304,1.24645,0.54238,0.9424,0.89442,0.83298,0.89032,0.6351,0.89772,0.83605,0.88918,0.60958,1.01312,1.45722,0.56556,1.03286,0.0013268,0.0013268,0.0013268
53,8829.01,0.92174,1.25881,0.54663,0.94224,0.88919,0.83093,0.88754,0.63563,0.89494,0.8338,0.88819,0.61535,1.00113,1.42041,0.56075,1.02938,0.0013136,0.0013136,0.0013136
54,8996,0.9177,1.2554,0.54543,0.9404,0.89666,0.83326,0.89294,0.64781,0.89951,0.83725,0.89206,0.62583,0.96889,1.40326,0.55115,1.0178,0.0013004,0.0013004,0.0013004
55,9163.55,0.90789,1.24724,0.54145,0.93899,0.88858,0.83105,0.88894,0.64498,0.89275,0.83555,0.88847,0.62074,0.97682,1.43837,0.55554,1.01864,0.0012872,0.0012872,0.0012872
56,9329.44,0.91259,1.25239,0.54076,0.9401,0.89523,0.83843,0.89332,0.6484,0.89782,0.84047,0.89077,0.61926,0.97544,1.45082,0.54505,1.01904,0.001274,0.001274,0.001274
57,9494.6,0.90395,1.23847,0.53677,0.93679,0.88976,0.83558,0.89049,0.63689,0.89354,0.83731,0.88945,0.61311,1.00055,1.4232,0.56429,1.0266,0.0012608,0.0012608,0.0012608
58,9661.25,0.90845,1.23889,0.53577,0.93817,0.89337,0.83988,0.8943,0.64202,0.89739,0.84139,0.89338,0.62396,0.99292,1.37757,0.55283,1.02679,0.0012476,0.0012476,0.0012476
59,9827.82,0.90328,1.23432,0.53448,0.93702,0.89717,0.83276,0.89206,0.6411,0.90027,0.83309,0.88953,0.61054,0.99868,1.46396,0.54302,1.03111,0.0012344,0.0012344,0.0012344
60,9992.94,0.90905,1.24746,0.53825,0.93959,0.89339,0.84076,0.89535,0.64198,0.89717,0.84334,0.89478,0.61909,1.00088,1.42359,0.54142,1.02933,0.0012212,0.0012212,0.0012212
61,10158.4,0.8986,1.2295,0.53427,0.93712,0.89416,0.83758,0.89322,0.63789,0.8989,0.84203,0.89379,0.61612,1.00933,1.43598,0.5506,1.03143,0.001208,0.001208,0.001208
62,10324.9,0.90132,1.23513,0.53488,0.93661,0.89301,0.83799,0.893,0.64127,0.89555,0.84228,0.89259,0.61845,0.9914,1.41508,0.54476,1.02719,0.0011948,0.0011948,0.0011948
63,10490.4,0.89925,1.22816,0.53281,0.93808,0.89636,0.83839,0.89524,0.65241,0.89893,0.84042,0.89337,0.63144,0.97168,1.39071,0.53823,1.0192,0.0011816,0.0011816,0.0011816
64,10657.2,0.89751,1.22485,0.53187,0.93818,0.88998,0.83662,0.8913,0.64727,0.89361,0.84045,0.89155,0.6257,0.97363,1.40882,0.54926,1.01902,0.0011684,0.0011684,0.0011684
65,10822.9,0.89405,1.22038,0.53005,0.93743,0.90265,0.83885,0.89495,0.64399,0.90298,0.8431,0.894,0.62335,1.00632,1.42328,0.5389,1.02212,0.0011552,0.0011552,0.0011552
66,10987.7,0.89772,1.22721,0.53167,0.93595,0.8974,0.83841,0.89369,0.64586,0.90124,0.84085,0.89329,0.61942,0.98361,1.41545,0.54229,1.01912,0.001142,0.001142,0.001142
67,11155,0.89683,1.22278,0.53116,0.93624,0.89391,0.84026,0.8939,0.64659,0.89606,0.84286,0.89319,0.62374,0.97204,1.39265,0.54798,1.02035,0.0011288,0.0011288,0.0011288
68,11321.4,0.89815,1.22333,0.53054,0.93507,0.88742,0.83975,0.89301,0.64506,0.89134,0.84346,0.89303,0.62305,0.97317,1.38163,0.55515,1.02012,0.0011156,0.0011156,0.0011156
69,11488.1,0.89941,1.23018,0.53084,0.93531,0.89435,0.84107,0.89515,0.64925,0.89537,0.84551,0.89452,0.62649,0.97972,1.39814,0.53669,1.02079,0.0011024,0.0011024,0.0011024
70,11653.7,0.89414,1.22673,0.52908,0.93469,0.89833,0.84008,0.89655,0.64617,0.90003,0.84385,0.89562,0.62021,0.99159,1.41471,0.53437,1.02349,0.0010892,0.0010892,0.0010892
71,11817.2,0.89377,1.21096,0.52461,0.93542,0.89773,0.84177,0.89434,0.63841,0.90213,0.84325,0.89371,0.61314,1.01013,1.42562,0.541,1.02907,0.001076,0.001076,0.001076
72,11982.6,0.88683,1.21878,0.5243,0.93297,0.90105,0.83653,0.89365,0.64478,0.90406,0.84029,0.89244,0.62197,0.99526,1.39321,0.53507,1.02581,0.0010628,0.0010628,0.0010628
73,12148.9,0.88996,1.21882,0.52807,0.93717,0.89818,0.83637,0.89429,0.6432,0.90034,0.84038,0.89324,0.61521,1.00069,1.44205,0.54131,1.02466,0.0010496,0.0010496,0.0010496
74,12314.2,0.88777,1.21077,0.52484,0.93403,0.90011,0.84263,0.89676,0.65541,0.90245,0.84482,0.89566,0.63437,0.95501,1.367,0.53334,1.01408,0.0010364,0.0010364,0.0010364
75,12479.8,0.89756,1.22454,0.52805,0.93582,0.90321,0.83916,0.89732,0.64501,0.90556,0.84267,0.89719,0.62374,1.0017,1.40574,0.53281,1.02522,0.0010232,0.0010232,0.0010232
76,12644.7,0.88976,1.21129,0.52159,0.9331,0.89693,0.83866,0.89544,0.64417,0.89827,0.84405,0.8958,0.62117,0.99401,1.39293,0.54264,1.02148,0.00101,0.00101,0.00101
77,12810.9,0.88932,1.20551,0.52191,0.93398,0.89742,0.84209,0.89639,0.65065,0.90028,0.84603,0.89692,0.62822,0.97337,1.38978,0.53143,1.01727,0.0009968,0.0009968,0.0009968
78,12975.9,0.88452,1.2045,0.51849,0.93245,0.89818,0.84258,0.89704,0.65092,0.90074,0.84599,0.89652,0.6272,0.97164,1.36898,0.5342,1.01579,0.0009836,0.0009836,0.0009836
79,13141.8,0.88882,1.21152,0.52243,0.93239,0.8982,0.84087,0.89558,0.64851,0.9001,0.84623,0.89595,0.6269,0.98302,1.38279,0.53582,1.0204,0.0009704,0.0009704,0.0009704
80,13307.2,0.88516,1.202,0.52035,0.93308,0.90248,0.83828,0.89717,0.64964,0.90534,0.84094,0.89606,0.62159,0.97769,1.42377,0.53131,1.01876,0.0009572,0.0009572,0.0009572
81,13473.3,0.88344,1.20404,0.51815,0.93249,0.89633,0.8404,0.89539,0.64913,0.90213,0.84396,0.89517,0.62776,0.98095,1.38557,0.53556,1.01807,0.000944,0.000944,0.000944
82,13638.1,0.89087,1.20657,0.51912,0.93285,0.89546,0.83954,0.89542,0.64567,0.89856,0.84342,0.89536,0.62106,0.99056,1.40337,0.5345,1.02123,0.0009308,0.0009308,0.0009308
83,13803.1,0.88069,1.20386,0.51789,0.9311,0.89541,0.84006,0.895,0.64996,0.89976,0.84272,0.89445,0.6248,0.9773,1.39745,0.53301,1.01811,0.0009176,0.0009176,0.0009176
84,13969,0.89198,1.21311,0.5209,0.93386,0.89704,0.84342,0.89659,0.65127,0.90018,0.84637,0.89605,0.6262,0.9765,1.40772,0.52545,1.01679,0.0009044,0.0009044,0.0009044
85,14134.3,0.87969,1.19189,0.515,0.93024,0.89541,0.84299,0.89716,0.65066,0.8991,0.8477,0.89768,0.63197,0.97241,1.36161,0.5343,1.01623,0.0008912,0.0008912,0.0008912
86,14298.5,0.887,1.2009,0.51963,0.9306,0.90059,0.84536,0.89862,0.65944,0.90327,0.84826,0.89736,0.6348,0.95454,1.39417,0.5223,1.01261,0.000878,0.000878,0.000878
87,14463.5,0.88495,1.19995,0.51636,0.9311,0.89628,0.84529,0.89768,0.65585,0.89934,0.84817,0.89694,0.63185,0.96148,1.38105,0.52177,1.01275,0.0008648,0.0008648,0.0008648
88,14628.4,0.87841,1.19366,0.51527,0.93118,0.90183,0.83993,0.8976,0.65189,0.90294,0.84493,0.89704,0.62975,0.9742,1.36717,0.52739,1.0149,0.0008516,0.0008516,0.0008516
89,14794.8,0.87715,1.19119,0.51494,0.93107,0.90359,0.8426,0.89873,0.6566,0.90567,0.84635,0.898,0.63495,0.9625,1.37384,0.52407,1.01012,0.0008384,0.0008384,0.0008384
90,14961.5,0.87509,1.18946,0.51267,0.92771,0.89747,0.84,0.89712,0.65128,0.90048,0.84388,0.89696,0.62774,0.97793,1.39897,0.52774,1.01696,0.0008252,0.0008252,0.0008252
91,15127.4,0.87888,1.19646,0.51365,0.92896,0.89923,0.83999,0.89689,0.65149,0.90124,0.84351,0.8962,0.62773,0.97317,1.3929,0.52672,1.01641,0.000812,0.000812,0.000812
92,15293,0.87505,1.18729,0.51025,0.92995,0.8956,0.84576,0.89733,0.65561,0.89969,0.85004,0.89762,0.63356,0.95888,1.36369,0.52659,1.0096,0.0007988,0.0007988,0.0007988
93,15458.8,0.87171,1.18333,0.51021,0.92799,0.89905,0.84191,0.89744,0.64777,0.9016,0.84677,0.89758,0.6227,0.99827,1.39787,0.52558,1.02215,0.0007856,0.0007856,0.0007856
94,15625.1,0.87042,1.18056,0.50947,0.92786,0.90024,0.84218,0.89711,0.65478,0.90249,0.84586,0.89658,0.63065,0.96458,1.3756,0.52346,1.01212,0.0007724,0.0007724,0.0007724
95,15790.8,0.87684,1.18864,0.51128,0.92926,0.90177,0.84332,0.89772,0.65408,0.90331,0.84599,0.89607,0.62726,0.96924,1.39339,0.5212,1.01447,0.0007592,0.0007592,0.0007592
96,15955.9,0.87187,1.1861,0.51076,0.92788,0.89884,0.84249,0.89766,0.6512,0.90166,0.84513,0.89686,0.62551,0.97916,1.39433,0.52643,1.01514,0.000746,0.000746,0.000746
97,16121,0.86757,1.17413,0.50559,0.92637,0.89947,0.84494,0.89769,0.65094,0.90194,0.8504,0.89793,0.62797,0.97756,1.36704,0.52496,1.01599,0.0007328,0.0007328,0.0007328
98,16285.9,0.86849,1.18116,0.50785,0.92822,0.89877,0.84364,0.8973,0.64825,0.90041,0.84767,0.89678,0.62178,0.98651,1.40562,0.5272,1.01937,0.0007196,0.0007196,0.0007196
99,16451.6,0.86601,1.16836,0.50503,0.92491,0.89933,0.84222,0.89811,0.65385,0.90219,0.8449,0.8975,0.62863,0.96557,1.3838,0.52374,1.01527,0.0007064,0.0007064,0.0007064
100,16616.5,0.86715,1.17201,0.50291,0.92741,0.90279,0.84372,0.89887,0.65,0.90345,0.84941,0.89851,0.62633,0.98372,1.39902,0.52006,1.01997,0.0006932,0.0006932,0.0006932
101,16783.2,0.86438,1.17499,0.50379,0.92512,0.90116,0.84292,0.89867,0.65213,0.90291,0.84835,0.89835,0.62869,0.97574,1.38131,0.51825,1.01953,0.00068,0.00068,0.00068
102,16948.3,0.86383,1.16746,0.50087,0.92593,0.90116,0.8454,0.89931,0.65666,0.90565,0.84779,0.8986,0.63312,0.967,1.36493,0.51832,1.01235,0.0006668,0.0006668,0.0006668
103,17113.7,0.87236,1.17685,0.50721,0.92764,0.90423,0.84371,0.89871,0.65197,0.90796,0.84632,0.89825,0.62808,0.97724,1.37717,0.52181,1.01727,0.0006536,0.0006536,0.0006536
104,17278.6,0.86574,1.17015,0.50298,0.92543,0.90159,0.84198,0.89768,0.65071,0.90366,0.84732,0.8972,0.62646,0.98027,1.3971,0.52127,1.01893,0.0006404,0.0006404,0.0006404
105,17444.3,0.86408,1.1744,0.50385,0.92593,0.90088,0.84315,0.89757,0.65235,0.90371,0.84617,0.8971,0.62923,0.9758,1.37159,0.52009,1.01584,0.0006272,0.0006272,0.0006272
106,17610.7,0.85896,1.16519,0.49934,0.92295,0.89947,0.84389,0.8979,0.6517,0.90179,0.84746,0.8968,0.62652,0.97735,1.401,0.51977,1.01624,0.000614,0.000614,0.000614
107,17776.5,0.86552,1.17193,0.5025,0.92439,0.89878,0.84353,0.89796,0.6518,0.90277,0.84727,0.89778,0.62999,0.97841,1.37445,0.51858,1.01744,0.0006008,0.0006008,0.0006008
108,17941.8,0.86199,1.15988,0.50099,0.9243,0.89725,0.84463,0.8978,0.64704,0.90163,0.84747,0.89735,0.62348,0.98921,1.39139,0.52681,1.0214,0.0005876,0.0005876,0.0005876
109,18105.7,0.86655,1.17275,0.50385,0.92489,0.89614,0.84701,0.89813,0.65225,0.90011,0.85038,0.89796,0.63005,0.97602,1.37878,0.51933,1.01762,0.0005744,0.0005744,0.0005744
110,18270.2,0.86141,1.1692,0.5013,0.92508,0.89535,0.84432,0.89703,0.64409,0.89871,0.84869,0.89646,0.61991,0.99906,1.4025,0.52753,1.02384,0.0005612,0.0005612,0.0005612
111,18436.6,0.86001,1.16041,0.49845,0.92508,0.89828,0.84383,0.89779,0.64529,0.89975,0.84844,0.89741,0.6221,0.99348,1.40138,0.52621,1.02242,0.000548,0.000548,0.000548
112,18602.7,0.86678,1.17261,0.50297,0.92472,0.90142,0.84463,0.89899,0.65224,0.90466,0.84768,0.89836,0.62781,0.97761,1.38387,0.51764,1.01637,0.0005348,0.0005348,0.0005348
113,18768.4,0.86007,1.16162,0.49892,0.92501,0.90196,0.84344,0.89926,0.65126,0.90527,0.84861,0.89943,0.62881,0.98063,1.3772,0.52159,1.01666,0.0005216,0.0005216,0.0005216
114,18934.5,0.85804,1.15769,0.49685,0.9208,0.90209,0.84283,0.89883,0.65276,0.90536,0.84686,0.89879,0.62926,0.97769,1.39564,0.51879,1.01704,0.0005084,0.0005084,0.0005084
115,19100,0.85725,1.15738,0.4965,0.92277,0.8986,0.84465,0.89838,0.6482,0.90292,0.84871,0.89845,0.62548,0.98659,1.38411,0.52126,1.01936,0.0004952,0.0004952,0.0004952
116,19266.1,0.85629,1.15588,0.49513,0.92285,0.89856,0.84276,0.8973,0.64736,0.90221,0.84619,0.89713,0.62587,0.98938,1.38282,0.52354,1.02107,0.000482,0.000482,0.000482
117,19434.6,0.85905,1.15629,0.49596,0.92412,0.89904,0.84371,0.89785,0.65036,0.90357,0.84765,0.8979,0.62636,0.98295,1.38525,0.51973,1.01856,0.0004688,0.0004688,0.0004688
118,19600.9,0.85531,1.15323,0.49359,0.92165,0.89969,0.84202,0.8976,0.64912,0.90272,0.8468,0.898,0.6265,0.98772,1.38771,0.52068,1.02153,0.0004556,0.0004556,0.0004556
119,19767.8,0.85596,1.15612,0.4962,0.92264,0.8996,0.84412,0.89805,0.64956,0.90406,0.84581,0.89767,0.62608,0.98452,1.3971,0.51864,1.01951,0.0004424,0.0004424,0.0004424
120,19935.3,0.84997,1.14622,0.49167,0.92144,0.89887,0.84425,0.89826,0.65094,0.90224,0.84819,0.89836,0.62767,0.98208,1.38822,0.51904,1.02042,0.0004292,0.0004292,0.0004292
121,20101.5,0.85199,1.15332,0.49261,0.92105,0.90093,0.84401,0.89851,0.65307,0.90279,0.84918,0.89838,0.6307,0.97682,1.37572,0.51578,1.01734,0.000416,0.000416,0.000416
122,20267.2,0.84985,1.14462,0.49185,0.92158,0.90127,0.84332,0.89787,0.65012,0.90339,0.84702,0.89757,0.62665,0.98339,1.38141,0.51863,1.01842,0.0004028,0.0004028,0.0004028
123,20431.7,0.8518,1.14874,0.49295,0.92465,0.89741,0.84457,0.89695,0.64591,0.90169,0.8486,0.89715,0.62208,0.99129,1.40188,0.52317,1.02234,0.0003896,0.0003896,0.0003896
124,20597.7,0.8486,1.14708,0.49115,0.9203,0.89849,0.84677,0.89798,0.64976,0.90167,0.85081,0.89808,0.62657,0.98363,1.38889,0.51824,1.02026,0.0003764,0.0003764,0.0003764
125,20763.1,0.85067,1.14554,0.4913,0.92004,0.89758,0.84752,0.89796,0.6503,0.90174,0.85031,0.89814,0.62758,0.9821,1.38255,0.51829,1.01903,0.0003632,0.0003632,0.0003632
126,20930,0.85644,1.1543,0.49407,0.92238,0.89975,0.84467,0.89741,0.64979,0.90359,0.84827,0.89773,0.62635,0.9833,1.38854,0.51958,1.01839,0.00035,0.00035,0.00035
127,21095.7,0.84863,1.14061,0.49101,0.9194,0.89885,0.84575,0.89743,0.6471,0.90263,0.8493,0.89759,0.62391,0.99092,1.39629,0.52197,1.0231,0.0003368,0.0003368,0.0003368
128,21261.5,0.85172,1.14819,0.4924,0.92261,0.90088,0.84436,0.89866,0.65024,0.90361,0.84852,0.89812,0.6262,0.98456,1.39107,0.51947,1.0204,0.0003236,0.0003236,0.0003236
129,21426.9,0.84634,1.14214,0.48783,0.91953,0.90155,0.84393,0.89848,0.64915,0.90503,0.84817,0.89794,0.62548,0.98728,1.3913,0.51893,1.01942,0.0003104,0.0003104,0.0003104
130,21592.5,0.84734,1.14149,0.48879,0.91941,0.90071,0.84522,0.89873,0.6505,0.90382,0.84951,0.89881,0.62763,0.9818,1.3798,0.51753,1.01699,0.0002972,0.0002972,0.0002972
131,21757.7,0.85271,1.14922,0.49084,0.92244,0.89945,0.84682,0.89843,0.651,0.90417,0.84932,0.89825,0.62672,0.98112,1.38558,0.5158,1.01767,0.000284,0.000284,0.000284
