epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
132,21922.9,0.85081,1.14983,0.48827,0.91985,0.90226,0.84613,0.89911,0.65175,0.90624,0.8504,0.89921,0.62847,0.98071,1.38092,0.51436,1.01731,0.0002708,0.0002708,0.0002708
133,22089,0.84827,1.1454,0.48809,0.91974,0.89832,0.84718,0.89844,0.65005,0.9024,0.85103,0.89869,0.62679,0.98555,1.38235,0.51759,1.01978,0.0002576,0.0002576,0.0002576
134,22253.6,0.84217,1.1296,0.48386,0.92004,0.89949,0.84566,0.89864,0.65066,0.90473,0.84783,0.89863,0.6267,0.98429,1.39086,0.51609,1.01966,0.0002444,0.0002444,0.0002444
135,22418.3,0.8459,1.13953,0.489,0.92079,0.89915,0.84515,0.89845,0.65071,0.90336,0.84859,0.89853,0.6265,0.98386,1.39321,0.51576,1.01985,0.0002312,0.0002312,0.0002312
136,22582.6,0.85319,1.14493,0.48671,0.92089,0.90042,0.84439,0.89854,0.65282,0.90463,0.84833,0.89882,0.62879,0.97716,1.38222,0.51353,1.01716,0.000218,0.000218,0.000218
137,22749.2,0.84651,1.13932,0.48616,0.91913,0.90076,0.84403,0.89812,0.65135,0.90623,0.84771,0.89857,0.62816,0.97839,1.38255,0.51674,1.01737,0.0002048,0.0002048,0.0002048
138,22915,0.84528,1.12956,0.48363,0.9171,0.90277,0.84394,0.89849,0.65157,0.90651,0.84854,0.89856,0.62773,0.97941,1.3816,0.51482,1.01738,0.0001916,0.0001916,0.0001916
139,23081.9,0.84464,1.13454,0.4844,0.91826,0.90194,0.84388,0.89836,0.65056,0.90518,0.84878,0.89835,0.62646,0.98108,1.3894,0.51499,1.01879,0.0001784,0.0001784,0.0001784
140,23247.1,0.83915,1.13074,0.4811,0.91769,0.90111,0.84373,0.8979,0.65005,0.90402,0.84937,0.89852,0.62669,0.98154,1.38992,0.51584,1.01909,0.0001652,0.0001652,0.0001652
141,23349,0.84205,1.1475,0.48446,0.9308,0.90171,0.84231,0.8973,0.65054,0.90455,0.84689,0.89741,0.62678,0.97806,1.39147,0.51463,1.0201,0.000152,0.000152,0.000152
142,23447.5,0.83644,1.14016,0.47961,0.92782,0.90094,0.84153,0.89626,0.65145,0.90504,0.84536,0.89661,0.62761,0.97425,1.38487,0.51533,1.01907,0.0001388,0.0001388,0.0001388
143,23546.2,0.83349,1.13081,0.47638,0.92498,0.90122,0.8424,0.89652,0.65042,0.9043,0.84646,0.89652,0.62593,0.9789,1.38719,0.51494,1.02022,0.0001256,0.0001256,0.0001256
144,23645,0.83251,1.12574,0.47536,0.92597,0.90018,0.84179,0.89624,0.65004,0.90325,0.84603,0.89661,0.6258,0.9797,1.3853,0.5165,1.02003,0.0001124,0.0001124,0.0001124
145,23743.4,0.8281,1.1254,0.47262,0.92582,0.90162,0.84141,0.89641,0.65001,0.90427,0.84623,0.89643,0.62528,0.98104,1.38549,0.51565,1.02001,9.92e-05,9.92e-05,9.92e-05
146,23842.1,0.82583,1.11778,0.47111,0.92435,0.90139,0.84107,0.8962,0.64954,0.90445,0.84571,0.89669,0.62498,0.9833,1.38859,0.51593,1.02078,8.6e-05,8.6e-05,8.6e-05
147,23940.5,0.82461,1.119,0.47153,0.9249,0.90257,0.84103,0.8967,0.64992,0.90343,0.8468,0.8968,0.6251,0.98451,1.38967,0.5149,1.02131,7.28e-05,7.28e-05,7.28e-05
148,24039,0.8233,1.11006,0.46997,0.92061,0.90075,0.84247,0.89672,0.65106,0.90348,0.84745,0.89682,0.62607,0.98016,1.38878,0.5142,1.01948,5.96e-05,5.96e-05,5.96e-05
149,24137.5,0.8222,1.11402,0.46904,0.92243,0.90087,0.84238,0.89702,0.65192,0.90316,0.84761,0.89674,0.62656,0.97914,1.38926,0.51304,1.01977,4.64e-05,4.64e-05,4.64e-05
150,24235.8,0.82005,1.10645,0.46748,0.9223,0.90112,0.84243,0.89703,0.65226,0.90462,0.84702,0.89685,0.62738,0.97822,1.38749,0.51275,1.0192,3.32e-05,3.32e-05,3.32e-05
